c3,year,id,country,c2,gini,ge0,ge1,ge2,a025,a050,a075,a1,a2,palma,ratio_top20bottom20,bottom40,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp,population,revision,quality,quality_score,source,source_detailed,source_comments,survey,link,pop_share,inc_share,w_ge0,w_ge1,w_ge2,w_a050,w_a1,b_ge0,b_ge1,b_ge2,b_a050,b_a1,wiidcompanion,resource_pref,scale_pref,quality_pref,shares_nonnull,rank_key
MAR,2014,16095,Morocco,MA,39.37,0.26,0.29,0.49,,0.13,,0.23,0.37,1.83,7.01,17.45,6.7,10.75,14.69,20.87,47.0,2.7,4.0,4.94,5.8100000000000005,6.78,7.91,9.38,11.48,15.11,31.88,,20.6,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,3856.0,2815.0,US$2021PPP,Year,0.12206534564837047,,,7952.0,34204780.0,New 2025,High,9,World Bank,World Bank microdata,Series 2000-2013,ENCDM,https://pip.worldbank.org/,1.0,1.0,0.214,0.255,0.453,0.112,0.201,0.042,0.039,0.037,0.018000000000000002,0.032,No,1.0,2.0,3.0,0,"(3.0, 1.0, 2.0, 0)"
MDA,2021,16023,Moldova,MD,25.73,,,,,,,,,0.91,3.5700000000000003,24.32,10.08,14.24,17.580000000000002,22.06,36.03,4.34,5.74,6.71,7.53,8.34,9.25,10.3,11.76,13.98,22.06,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,4421.0,3872.0,US$2021PPP,Year,0.07615532386003432,144.0,,15682.0,3023778.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2006-2021,HBS,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
MDG,2013,15163,Madagascar,MG,42.550000000000004,,,,,,,,,2.12,8.53,15.81,5.79,10.02,14.13,20.68,49.38,2.22,3.5700000000000003,4.55,5.47,6.48,7.65,9.16,11.52,15.92,33.46,1.07,10.200000000000001,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,581.0,408.0,US$2021PPP,Year,0.00047848034641977084,602.0,,1616.0,24109290.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2001-2012,ENSOMD,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
MDV,2020,15255,Maldives,MV,29.29,0.14,0.15,0.19,,0.07,,0.13,0.23,1.06,4.34,22.06,8.88,13.18,17.01,22.38,38.54,3.7800000000000002,5.1000000000000005,6.12,7.07,7.94,9.08,10.28,12.1,15.27,23.28,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,Southern Asia,South Asia,Non-EU,Non-OECD,Upper middle income,6822.0,5778.0,US$2021PPP,Year,0.078125,,,14243.0,502118.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Including rent,HIES,https://pip.worldbank.org/,1.0,1.0,0.122,0.129,0.171,0.061,0.114,0.018000000000000002,0.02,0.023,0.01,0.018000000000000002,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
MEX,2022,15951,Mexico,MX,44.01,34.32,39.35,104.87,8.92,16.45,23.04,29.05,53.33,2.3000000000000003,9.48,15.05,5.28,9.77,14.120000000000001,20.79,50.050000000000004,1.9000000000000001,3.38,4.39,5.38,6.43,7.68,9.27,11.52,15.5,34.550000000000004,0.67,23.59,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,OECD,Upper middle income,5156.0,3614.0,US$2021PPP,Year,0.07593326731357612,3156.0,,21644.0,128613120.0,New 2025,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS),Own construction based on LIS Database through LISSY,Household Income and Expenditure Survey (ENIGH),https://www.cedlas.econo.unlp.edu.ar/wp/wp-content/uploads/2024_inequality_LAC.xlsx,1.0,1.0,0.34,0.4,1.6640000000000001,0.164,0.28800000000000003,0.009000000000000001,0.008,0.008,0.005,0.009000000000000001,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
MHL,2020,15507,Marshall Islands,MH,35.480000000000004,,,,,,,,,1.45,5.99,18.91,7.22,11.69,15.780000000000001,22.06,43.24,2.84,4.38,5.38,6.3100000000000005,7.36,8.43,9.97,12.08,15.77,27.47,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Micronesia,East Asia and the Pacific,Non-EU,Non-OECD,Upper middle income,4220.0,3354.0,US$2021PPP,Year,,,,6417.0,42706.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),,HIES,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
MKD,2020,16943,North Macedonia,MK,31.400000000000002,,,,,,,,,1.1300000000000001,5.97,19.3,6.3,13.0,18.400000000000002,24.7,37.6,2.0,4.3,5.8,7.1000000000000005,8.5,10.0,11.5,13.200000000000001,15.700000000000001,21.900000000000002,0.6,12.5,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,3260.0,2983.0,Euro,Year,0.023884770314096693,,,21187.0,1872015.0,New 2025,High,13,Eurostat,Eurostat Data browser,Series 2010-2020,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,Yes,4.0,1.0,3.0,15,"(3.0, 4.0, 1.0, 15)"
MLI,2022,15335,Mali,ML,35.65,26.69,27.46,40.88,6.55,12.55,18.13,23.43,46.62,1.48,5.75,19.14,7.63,11.51,15.36,21.62,43.88,3.23,4.4,5.34,6.17,7.11,8.25,9.74,11.88,15.540000000000001,28.34,0.86,18.89,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1591.0,1222.0,US$2021PPP,Year,0.0018011375044640057,922.0,,2357.0,23072640.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2018-2021,EHCVM,https://pip.worldbank.org/,,,,,,,,,,,,,No,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
MLT,2023,15499,Malta,MT,34.63,2127.68,2316.9700000000003,3921.69,544.04,1032.53,1484.42,1916.57,3926.63,1.42,5.82,19.55,7.26,12.290000000000001,16.3,21.88,42.27,2.68,4.59,5.58,6.71,7.5600000000000005,8.74,10.05,11.83,14.51,27.76,0.99,18.18,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Middle East and North Africa,EU,Non-OECD,High income,15493.0,12678.0,Euro,Year,,,,61126.0,532956.0,New 2025,High,13,Eurostat,Eurostat microdata,Own construction based on microdata,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
MMR,2017,16132,Myanmar,MM,30.7,0.27,0.41000000000000003,1.8,,0.15,,0.24,0.37,1.17,4.51,21.8,8.85,12.950000000000001,16.65,21.61,39.94,3.7600000000000002,5.09,6.04,6.91,7.83,8.82,10.0,11.61,14.43,25.52,,28.2,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,2402.0,1997.0,US$2021PPP,Year,,,,5878.0,51894936.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2015-2017,MLCS,https://pip.worldbank.org/,1.0,1.0,0.212,0.352,1.735,0.131,0.213,0.06,0.062,0.065,0.02,0.033,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
MNE,2022,16067,Montenegro,ME,34.300000000000004,,,,,,,,,1.34,6.47,18.38,6.24,12.14,17.2,24.02,40.4,2.14,4.1,5.49,6.65,7.9,9.290000000000001,11.09,12.93,15.71,24.69,0.8,14.200000000000001,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,6896.0,5940.0,US$2021PPP,Year,,,,26165.0,614648.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2013-2022,SILC-C,https://pip.worldbank.org/,,,,,,,,,,,,,No,2.0,2.0,2.0,15,"(2.0, 2.0, 2.0, 15)"
MNG,2022,16038,Mongolia,MN,31.42,,,,,,,,,1.19,4.86,20.8,8.19,12.61,16.830000000000002,22.580000000000002,39.800000000000004,3.39,4.8,5.83,6.7700000000000005,7.8100000000000005,9.01,10.39,12.200000000000001,15.15,24.650000000000002,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Upper middle income,4491.0,3769.0,US$2021PPP,Year,0.001265834802229135,,,15310.0,3386015.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2010-2018,HSES,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
MOZ,2020,16122,Mozambique,MZ,50.27,,,,,,,,,3.2,12.26,12.86,4.57,8.290000000000001,12.38,18.73,56.02,1.71,2.86,3.72,4.57,5.59,6.79,8.27,10.46,14.870000000000001,41.15,0.75,28.46,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,766.0,472.0,US$2021PPP,Year,0.03998247,,,1466.0,30783688.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 1996-2019,IOF,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
MRT,2020,15522,Mauritania,MR,32.0,,,,,,,,,1.21,5.09,20.35,7.8500000000000005,12.5,16.81,22.86,39.980000000000004,3.13,4.72,5.74,6.76,7.8,9.01,10.450000000000001,12.41,15.39,24.59,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,2291.0,1926.0,US$2021PPP,Year,0.041980940652943624,,,5963.0,4600131.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2000-2019,EPCV,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
MUS,2017,15535,Mauritius,MU,36.76,,,,,,,,,1.59,6.18,18.81,7.22,11.59,15.49,21.06,44.64,2.92,4.3100000000000005,5.33,6.26,7.21,8.28,9.63,11.43,14.77,29.87,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,6026.0,4647.0,US$2021PPP,Year,0.03193494850988536,,,24073.0,1290655.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2006-2017,HBS,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
MWI,2020,15187,Malawi,MW,37.9,23.7,27.7,56.1,,,,,,1.73,6.640000000000001,17.900000000000002,7.04,11.1,15.120000000000001,21.2,45.550000000000004,2.85,4.1,5.0200000000000005,5.93,6.88,8.040000000000001,9.450000000000001,11.55,15.200000000000001,30.98,,38.300000000000004,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,218222.0,163778.0,Malawian kwacha,Year,0.006389145562952093,,,1656.0,19533888.0,New 2022,High,12,National statistical authority,National Statistical Office of Malawi,Malawi Poverty Report 2020,Integrated Household Survey,https://microdata.worldbank.org/index.php/catalog/3818/download/51154,,,,,,,,,,,,,No,1.0,2.0,3.0,5,"(3.0, 1.0, 2.0, 5)"
MYS,2022,15242,Malaysia,MY,40.67,,,,,,,,,1.93,7.94,16.06,5.91,10.15,14.97,22.07,46.9,2.35,3.56,4.55,5.6000000000000005,6.8,8.17,9.88,12.19,15.96,30.94,,27.7,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Upper middle income,12680.0,9441.0,US$2021PPP,Year,0.30554318775518735,,,32079.0,34695492.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2004-2022,HIS,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,2.0,2.0,2.0,15,"(2.0, 2.0, 2.0, 15)"
NAM,2016,16144,Namibia,,58.72,0.63,0.6900000000000001,1.43,,0.28,,0.47000000000000003,0.67,5.51,23.09,8.58,2.7600000000000002,5.82,9.84,17.86,63.730000000000004,0.96,1.79,2.5,3.31,4.2700000000000005,5.5600000000000005,7.43,10.43,16.490000000000002,47.24,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,4254.0,2075.0,US$2021PPP,Year,0.30602175064893855,,,11847.0,2439213.0,New 2025,High,9,World Bank,World Bank microdata,Series 2003-2015,NHIES,https://pip.worldbank.org/,1.0,1.0,0.5640000000000001,0.626,1.367,0.259,0.435,0.065,0.065,0.066,0.032,0.056,No,1.0,2.0,3.0,0,"(3.0, 1.0, 2.0, 0)"
NER,2022,16840,Niger,NE,32.86,,,,,,,,,1.32,4.83,21.1,8.74,12.36,15.860000000000001,20.82,42.230000000000004,3.7800000000000002,4.96,5.78,6.58,7.46,8.39,9.540000000000001,11.28,14.42,27.810000000000002,,23.0,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,982.0,778.0,US$2021PPP,Year,0.004078384903682634,,,1718.0,25311972.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2018-2021,EHCVM,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
NGA,2019,16876,Nigeria,NG,35.13,,,,,,,,,1.43,5.96,18.7,7.11,11.59,16.21,22.7,42.4,2.88,4.22,5.26,6.33,7.46,8.75,10.28,12.42,15.65,26.740000000000002,,41.0,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,1334.0,1078.0,US$2021PPP,Year,0.006653447375639168,996.0,,5628.0,209485648.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2010-2015,LSS,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
NIC,2014,16822,Nicaragua,NI,46.160000000000004,36.65,45.59,129.81,,18.2,,30.69,48.06,2.6,10.13,14.31,5.14,9.17,13.69,19.95,52.06,1.97,3.17,4.09,5.08,6.23,7.46,8.870000000000001,11.08,14.84,37.22,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,Non-OECD,Lower middle income,3719.0,2947.0,Local currency unit,Year,0.09450083869494312,,,6657.0,6066492.0,New 2025,High,11,SEDLAC,SEDLAC,New series,Encuesta Nacional de Hogares sobre Medicion de Nivel de Vida (EMNV),https://www.cedlas.econo.unlp.edu.ar/wp/wp-content/uploads/2024_inequality_LAC.xlsx,1.0,1.0,0.327,0.418,1.323,0.165,0.278,0.009000000000000001,0.008,0.008,0.005,0.01,No,2.0,2.0,3.0,15,"(3.0, 2.0, 2.0, 15)"
NLD,2023,16648,Netherlands,NL,26.2,1351.6000000000001,1303.63,1847.1200000000001,316.04,621.33,930.54,1264.24,4030.96,0.91,3.88,23.67,9.15,14.52,18.29,22.580000000000002,35.47,3.45,5.7,6.8100000000000005,7.71,8.63,9.65,10.61,11.97,13.950000000000001,21.52,1.23,13.21,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22882.0,20902.0,Euro,Year,0.886034166666667,,,71447.0,18092524.0,New 2025,High,13,Eurostat,Eurostat microdata,Own construction based on microdata,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,No,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
NOR,2023,17368,Norway,NO,27.14,1463.81,1391.91,2058.39,336.98,662.86,995.69,1361.71,4559.28,0.9500000000000001,4.05,23.17,8.96,14.22,17.95,22.63,36.25,3.42,5.54,6.66,7.5600000000000005,8.47,9.48,10.620000000000001,12.01,14.23,22.02,1.22,13.47,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,Non-EU,OECD,High income,32441.0,29080.0,Euro,Year,0.12525397069178168,,,90470.0,5519167.0,New 2025,High,13,Eurostat,Eurostat microdata,Own construction based on microdata,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,No,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
NPL,2023,16155,Nepal,NP,30.02,,,,,,,,,1.11,4.48,21.78,8.72,13.06,16.990000000000002,22.21,39.03,3.67,5.04,6.0600000000000005,6.99,7.95,9.03,10.25,11.96,14.85,24.18,,30.5,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,Southern Asia,South Asia,Non-EU,Non-OECD,Lower middle income,3189.0,2705.0,US$2021PPP,Year,0.017639187854748873,,,4860.0,29694614.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 1995-2003,LSS-IV,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
NRU,2013,16148,Nauru,NR,32.36,,,,,,,,,1.24,5.1000000000000005,20.46,7.98,12.48,16.5,22.38,40.660000000000004,3.4,4.57,5.73,6.76,7.67,8.83,10.290000000000001,12.09,15.31,25.34,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Micronesia,East Asia and the Pacific,Non-EU,Non-OECD,High income,2544.0,2063.0,US$2021PPP,Year,,,,9882.0,10517.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),,HIES,https://pip.worldbank.org/,,,,,,,,,,,,,No,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
NZL,2020,16764,New Zealand,NZ,32.0,,,,,,,,,1.2,5.4,19.400000000000002,7.4,12.0,16.6,22.3,41.5,2.9,4.5,5.5,6.5,7.7,8.9,10.3,12.0,14.9,26.6,,19.04,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Oceania,Australia and New Zealand,East Asia and the Pacific,Non-EU,OECD,High income,56893.0,49613.0,New Zealand dollar,Year,0.6873572659677388,,,46289.0,5069895.0,New 2023,High,11,OECD,OECD.Stat,New series,Household Economic Survey (HES),http://www.oecd.org/social/income-distribution-database.htm,,,,,,,,,,,,,Yes,4.0,1.0,3.0,0,"(3.0, 4.0, 1.0, 0)"
OMN,2019,17383,Oman,OM,30.09,,,,,,,,,,9.3,14.08,5.13,8.950000000000001,14.780000000000001,23.42,47.730000000000004,,,,,,,,,,,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Household,All,All,Specific categories,Omani,Asia,Western Asia,Middle East and North Africa,Non-EU,Non-OECD,High income,,,,Year,,,,38292.0,4591241.0,New 2022,Average,5,National statistical authority,National Centre for Statistics & Information,Statistics Data Portal,Household Expenditure and Income Survey (HEIS),https://data.gov.om/wnewgpb/income-expenditure,,,,,,,,,,,,,Yes,2.0,0.0,2.0,0,"(2.0, 2.0, 0.0, 0)"
PAK,2019,17532,Pakistan,PK,28.75,0.14,0.17,0.32,,0.07,,0.13,0.21,1.12,4.12,22.75,9.61,13.14,16.44,21.21,39.59,4.22,5.39,6.19,6.96,7.76,8.68,9.82,11.39,14.06,25.53,1.0,17.3,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,Southern Asia,South Asia,Non-EU,Non-OECD,Lower middle income,1816.0,1487.0,US$2021PPP,Year,0.011581663370074878,,,5296.0,230800912.0,New 2025,High,9,World Bank,World Bank microdata,Series 2001-2018,HIES,https://pip.worldbank.org/,1.0,1.0,0.11800000000000001,0.148,0.297,0.065,0.116,0.018000000000000002,0.018000000000000002,0.019,0.007,0.012,No,1.0,2.0,3.0,0,"(3.0, 1.0, 2.0, 0)"
PAN,2023,17804,Panama,PA,48.85,43.730000000000004,45.0,85.7,10.61,19.740000000000002,29.09,35.42,59.31,3.0500000000000003,14.25,12.11,3.75,8.36,13.27,21.18,53.44,1.24,2.5100000000000002,3.63,4.73,5.92,7.3500000000000005,9.25,11.93,16.55,36.89,0.36,24.02,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,Non-OECD,High income,489.0,7204.0,Local currency unit,Year,1.0,,,35864.0,4458759.0,New 2025,High,11,SEDLAC,SEDLAC,With Implicit Rent,EH,https://www.cedlas.econo.unlp.edu.ar/wp/wp-content/uploads/2024_inequality_LAC.xlsx,,,,,,,,,,,,,No,2.0,2.0,3.0,15,"(3.0, 2.0, 2.0, 15)"
PER,2023,18521,Peru,PE,41.7,28.400000000000002,31.400000000000002,47.33,8.93,14.3,25.59,26.400000000000002,45.61,2.02,8.83,15.51,5.37,10.14,14.950000000000001,22.11,47.44,1.94,3.43,4.53,5.61,6.8100000000000005,8.14,9.83,12.280000000000001,16.15,31.29,0.26,21.56,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,853.0,3429.0,Local currency unit,Year,0.33205951613394213,,,15294.0,33845616.0,New 2025,High,11,United Nations,ECLAC,New series,Encuesta Nacional de Hogares (ENAHO) 3,https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i,1.0,1.0,0.251,0.268,0.435,0.12,0.221,0.044,0.04,0.037,0.021,0.044,Yes,2.0,2.0,3.0,15,"(3.0, 2.0, 2.0, 15)"
PHL,2021,18583,Philippines,PH,40.68,,,,,,,,,1.92,7.33,16.91,6.55,10.36,14.32,20.76,48.01,2.68,3.87,4.75,5.61,6.57,7.75,9.27,11.49,15.51,32.5,,24.8,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,3219.0,2291.0,US$2021PPP,Year,0.020973291404264672,,,8858.0,113100952.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2003-2021,FIES,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,2.0,2.0,2.0,15,"(2.0, 2.0, 2.0, 15)"
PLW,2014,17535,Palau,PW,51.0,,,,,,,,,3.8000000000000003,18.67,10.0,3.0,7.0,12.0,21.0,56.0,1.0,2.0,3.0,4.0,5.0,7.0,9.0,12.0,18.0,38.0,,,Income (gross),"Income, gross",No adjustment,No adjustment,Household,Household,All,All,All,All,Oceania,Micronesia,East Asia and the Pacific,Non-EU,Non-OECD,High income,22050.0,13190.0,United States dollar,Year,1.0,22050.0,13190.0,18561.0,17715.0,New 2018,High,12,National statistical authority,Palau Office of Planning & Statistics 2016,,Household Income and Expenditure Survey 2014,,,,,,,,,,,,,,Yes,3.0,0.0,3.0,15,"(3.0, 3.0, 0.0, 15)"
PNG,2010,17812,Papua New Guinea,PG,41.85,,,,,,,,,2.06,9.32,15.07,5.08,9.99,15.16,22.43,47.34,1.87,3.21,4.41,5.58,6.8500000000000005,8.31,9.99,12.450000000000001,16.35,30.990000000000002,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Melanesia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,1267.0,956.0,US$2021PPP,Year,,,,3579.0,7633523.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),,HIES,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
POL,2023,19103,Poland,PL,28.94,1543.27,1480.32,1846.5,362.32,714.35,1065.59,1430.08,3822.84,1.04,4.46,22.2,8.44,13.76,17.580000000000002,22.56,37.660000000000004,3.21,5.23,6.42,7.34,8.27,9.32,10.48,12.08,14.5,23.16,1.17,14.040000000000001,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,7191.0,6330.0,Euro,Year,0.322252328944436,1068.0,,44384.0,38762844.0,New 2025,High,13,Eurostat,Eurostat microdata,Own construction based on microdata,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
PRI,2003,19468,Puerto Rico,PR,55.800000000000004,,,,,,,,,1.79,21.0,9.6,2.68,6.92,12.64,21.48,56.28,2.1,3.4,4.5,6.0,7.0,8.5,10.1,12.8,17.0,28.6,,22.0,Income (gross),"Monetary income, gross",No adjustment,No adjustment,Household,Household,All,All,All,All,Americas,Caribbean,Latin America and the Caribbean,Non-EU,Non-OECD,High income,25450.0,15713.0,United States dollar,Year,,25450.0,15713.0,39876.0,3806043.0,New 2007,Average,11,National statistical authority,Puerto Rico Bureau of Labor Statistics 2006,Weisskoff 1970,Encuesta de Ingreso Monetario del Hogar,,,,,,,,,,,,,,Yes,3.0,0.0,2.0,5,"(2.0, 3.0, 0.0, 5)"
PRT,2023,19438,Portugal,PT,36.25,2284.44,2427.02,3596.65,576.35,1100.71,1585.48,2042.29,3849.4500000000003,1.53,6.37,18.81,6.9,11.91,15.84,21.38,43.96,2.5300000000000002,4.37,5.48,6.43,7.38,8.46,9.75,11.63,15.14,28.830000000000002,0.91,18.400000000000002,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,9809.0,7731.0,Euro,Year,0.006921277390955275,,,41755.0,10430738.0,New 2025,High,13,Eurostat,Eurostat microdata,Own construction based on microdata,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
